Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-04-26 09:55:00-04:00,177.02999877929688,177.35000610351562,177.02000427246094,177.32249450683594,167794,0.0,0.0
2024-04-26 09:56:00-04:00,177.33999633789062,177.37879943847656,177.16000366210938,177.1699981689453,132775,0.0,0.0
2024-04-26 09:57:00-04:00,177.19000244140625,177.35000610351562,177.16000366210938,177.1999053955078,90110,0.0,0.0
2024-04-26 09:58:00-04:00,177.2050018310547,177.22999572753906,177.0800018310547,177.17999267578125,79186,0.0,0.0
2024-04-26 09:59:00-04:00,177.1999969482422,177.27000427246094,176.99000549316406,177.0,110624,0.0,0.0
2024-04-26 10:00:00-04:00,177.0,177.1999969482422,176.97999572753906,177.1300048828125,129156,0.0,0.0
2024-04-26 10:01:00-04:00,177.14999389648438,177.39700317382812,177.14999389648438,177.27999877929688,129006,0.0,0.0
2024-04-26 10:02:00-04:00,177.3000030517578,177.4199981689453,177.05999755859375,177.3800048828125,134565,0.0,0.0
2024-04-26 10:03:00-04:00,177.3800048828125,177.89999389648438,177.3800048828125,177.8699951171875,267878,0.0,0.0
2024-04-26 10:04:00-04:00,177.88479614257812,177.9199981689453,177.66000366210938,177.67999267578125,179580,0.0,0.0
2024-04-26 10:05:00-04:00,177.69000244140625,177.69000244140625,177.41000366210938,177.58999633789062,236804,0.0,0.0
2024-04-26 10:06:00-04:00,177.55999755859375,177.5800018310547,177.0500946044922,177.22999572753906,234361,0.0,0.0
2024-04-26 10:07:00-04:00,177.22000122070312,177.31500244140625,177.14999389648438,177.27499389648438,137199,0.0,0.0
2024-04-26 10:08:00-04:00,177.25999450683594,177.3699951171875,177.24000549316406,177.26499938964844,121472,0.0,0.0
2024-04-26 10:09:00-04:00,177.2899932861328,177.40989685058594,177.25,177.2899932861328,83093,0.0,0.0
2024-04-26 10:10:00-04:00,177.2899932861328,177.4199981689453,177.2100067138672,177.22999572753906,75218,0.0,0.0
2024-04-26 10:11:00-04:00,177.1999969482422,177.27000427246094,177.07000732421875,177.2100067138672,99022,0.0,0.0
2024-04-26 10:12:00-04:00,177.2100067138672,177.39999389648438,177.1999969482422,177.33999633789062,113155,0.0,0.0
2024-04-26 10:13:00-04:00,177.3300018310547,177.33999633789062,177.11000061035156,177.1999053955078,104227,0.0,0.0
2024-04-26 10:14:00-04:00,177.1999969482422,177.25999450683594,177.1199951171875,177.16000366210938,114681,0.0,0.0
2024-04-26 10:15:00-04:00,177.16000366210938,177.23500061035156,176.99000549316406,177.05999755859375,145375,0.0,0.0
2024-04-26 10:16:00-04:00,177.05999755859375,177.32510375976562,177.05999755859375,177.30999755859375,179620,0.0,0.0
2024-04-26 10:17:00-04:00,177.27499389648438,177.35000610351562,177.1699981689453,177.22500610351562,130966,0.0,0.0
2024-04-26 10:18:00-04:00,177.22999572753906,177.42999267578125,177.2100067138672,177.3739013671875,103119,0.0,0.0
2024-04-26 10:19:00-04:00,177.3800048828125,177.39999389648438,177.10000610351562,177.3000030517578,85595,0.0,0.0
2024-04-26 10:20:00-04:00,177.27999877929688,177.3300018310547,177.07000732421875,177.11000061035156,78395,0.0,0.0
2024-04-26 10:21:00-04:00,177.08999633789062,177.14169311523438,177.0,177.08999633789062,123291,0.0,0.0
2024-04-26 10:22:00-04:00,177.1501007080078,177.19000244140625,177.13999938964844,177.14999389648438,60336,0.0,0.0
2024-04-26 10:23:00-04:00,177.14999389648438,177.35000610351562,177.13499450683594,177.32000732421875,65077,0.0,0.0
2024-04-26 10:24:00-04:00,177.33999633789062,177.6199951171875,177.33999633789062,177.5850067138672,109710,0.0,0.0
2024-04-26 10:25:00-04:00,177.58999633789062,177.6699981689453,177.39999389648438,177.6593017578125,97045,0.0,0.0
2024-04-26 10:26:00-04:00,177.65240478515625,177.7801055908203,177.6403045654297,177.77999877929688,85163,0.0,0.0
2024-04-26 10:27:00-04:00,177.77999877929688,177.84800720214844,177.60000610351562,177.7100067138672,135339,0.0,0.0
2024-04-26 10:28:00-04:00,177.72000122070312,177.82000732421875,177.55999755859375,177.72000122070312,121632,0.0,0.0
2024-04-26 10:29:00-04:00,177.72999572753906,177.76010131835938,177.36000061035156,177.38499450683594,115774,0.0,0.0
2024-04-26 10:30:00-04:00,177.39500427246094,177.50999450683594,177.16000366210938,177.25,136386,0.0,0.0
2024-04-26 10:31:00-04:00,177.25,177.44000244140625,177.2100067138672,177.31500244140625,90157,0.0,0.0
2024-04-26 10:32:00-04:00,177.34530639648438,177.61500549316406,177.30999755859375,177.57000732421875,70641,0.0,0.0
2024-04-26 10:33:00-04:00,177.57000732421875,177.6999969482422,177.5399932861328,177.6999969482422,72589,0.0,0.0
2024-04-26 10:34:00-04:00,177.69000244140625,177.83999633789062,177.69000244140625,177.77999877929688,107888,0.0,0.0
2024-04-26 10:35:00-04:00,177.77000427246094,178.0500030517578,177.6999969482422,177.94000244140625,142132,0.0,0.0
2024-04-26 10:36:00-04:00,177.9600067138672,177.9600067138672,177.82000732421875,177.94000244140625,95107,0.0,0.0
2024-04-26 10:37:00-04:00,177.93499755859375,177.9499969482422,177.76040649414062,177.8350067138672,67878,0.0,0.0
2024-04-26 10:38:00-04:00,177.8242950439453,177.97999572753906,177.75,177.89999389648438,88261,0.0,0.0
2024-04-26 10:39:00-04:00,177.89999389648438,177.9600067138672,177.83999633789062,177.92999267578125,76071,0.0,0.0
2024-04-26 10:40:00-04:00,177.91000366210938,178.07000732421875,177.8699951171875,177.91000366210938,83656,0.0,0.0
2024-04-26 10:41:00-04:00,177.89999389648438,178.1300048828125,177.83999633789062,178.12969970703125,85002,0.0,0.0
2024-04-26 10:42:00-04:00,178.13999938964844,178.33999633789062,178.05999755859375,178.32000732421875,111261,0.0,0.0
2024-04-26 10:43:00-04:00,178.3300018310547,178.38999938964844,178.19000244140625,178.19000244140625,92995,0.0,0.0
2024-04-26 10:44:00-04:00,178.19000244140625,178.35000610351562,178.14999389648438,178.35000610351562,73970,0.0,0.0
2024-04-26 10:45:00-04:00,178.34359741210938,178.4949951171875,178.3300018310547,178.44000244140625,79856,0.0,0.0
2024-04-26 10:46:00-04:00,178.42999267578125,178.50990295410156,178.37350463867188,178.41000366210938,113056,0.0,0.0
2024-04-26 10:47:00-04:00,178.4199981689453,178.54029846191406,178.33999633789062,178.52999877929688,69101,0.0,0.0
2024-04-26 10:48:00-04:00,178.51080322265625,178.72999572753906,178.5050048828125,178.6501007080078,91634,0.0,0.0
2024-04-26 10:49:00-04:00,178.65499877929688,178.77000427246094,178.61000061035156,178.77000427246094,109409,0.0,0.0
2024-04-26 10:50:00-04:00,178.7799072265625,178.77999877929688,178.4199981689453,178.4600067138672,131444,0.0,0.0
2024-04-26 10:51:00-04:00,178.47000122070312,178.60000610351562,178.44000244140625,178.4499969482422,57032,0.0,0.0
2024-04-26 10:52:00-04:00,178.42999267578125,178.60000610351562,178.4040985107422,178.49000549316406,51921,0.0,0.0
2024-04-26 10:53:00-04:00,178.49000549316406,178.8000030517578,178.47999572753906,178.77000427246094,83907,0.0,0.0
2024-04-26 10:54:00-04:00,178.77999877929688,178.9199981689453,178.75,178.89999389648438,69081,0.0,0.0
2024-04-26 10:55:00-04:00,178.88409423828125,178.88409423828125,178.75999450683594,178.8000030517578,51769,0.0,0.0
2024-04-26 10:56:00-04:00,178.8199005126953,178.8199005126953,178.6199951171875,178.74000549316406,66516,0.0,0.0
2024-04-26 10:57:00-04:00,178.74000549316406,178.78990173339844,178.60000610351562,178.61500549316406,53097,0.0,0.0
2024-04-26 10:58:00-04:00,178.61000061035156,178.79249572753906,178.60009765625,178.77000427246094,77453,0.0,0.0
2024-04-26 10:59:00-04:00,178.77000427246094,178.77000427246094,178.6699981689453,178.72999572753906,41810,0.0,0.0
2024-04-26 11:00:00-04:00,178.74000549316406,178.9199981689453,178.74000549316406,178.9062957763672,76718,0.0,0.0
2024-04-26 11:01:00-04:00,178.89410400390625,179.11000061035156,178.88949584960938,179.0989990234375,123918,0.0,0.0
2024-04-26 11:02:00-04:00,179.10000610351562,179.19000244140625,179.0399932861328,179.07159423828125,107382,0.0,0.0
2024-04-26 11:03:00-04:00,179.08999633789062,179.1699981689453,179.05999755859375,179.08999633789062,77960,0.0,0.0
2024-04-26 11:04:00-04:00,179.08999633789062,179.11000061035156,178.82000732421875,178.82000732421875,87678,0.0,0.0
2024-04-26 11:05:00-04:00,178.82130432128906,178.9499969482422,178.8199005126953,178.90499877929688,70204,0.0,0.0
2024-04-26 11:06:00-04:00,178.89999389648438,178.89999389648438,178.5399932861328,178.60499572753906,111080,0.0,0.0
2024-04-26 11:07:00-04:00,178.60000610351562,178.6999969482422,178.572998046875,178.6199951171875,57748,0.0,0.0
2024-04-26 11:08:00-04:00,178.60580444335938,178.6699981689453,178.50999450683594,178.55999755859375,93953,0.0,0.0
2024-04-26 11:09:00-04:00,178.5500030517578,178.6300048828125,178.46009826660156,178.5279998779297,62478,0.0,0.0
2024-04-26 11:10:00-04:00,178.5399932861328,178.63999938964844,178.36000061035156,178.4600067138672,100831,0.0,0.0
2024-04-26 11:11:00-04:00,178.44200134277344,178.5,178.11000061035156,178.1990966796875,144897,0.0,0.0
2024-04-26 11:12:00-04:00,178.1999969482422,178.27000427246094,178.05999755859375,178.22830200195312,136347,0.0,0.0
2024-04-26 11:13:00-04:00,178.24000549316406,178.2899932861328,178.0800018310547,178.25999450683594,94075,0.0,0.0
2024-04-26 11:14:00-04:00,178.30999755859375,178.3800048828125,178.25999450683594,178.3300018310547,57479,0.0,0.0
2024-04-26 11:15:00-04:00,178.3300018310547,178.38999938964844,178.2449951171875,178.35000610351562,65669,0.0,0.0
2024-04-26 11:16:00-04:00,178.3361053466797,178.38999938964844,178.32000732421875,178.3699951171875,38546,0.0,0.0
2024-04-26 11:17:00-04:00,178.38999938964844,178.3990020751953,178.32000732421875,178.34469604492188,53517,0.0,0.0
2024-04-26 11:18:00-04:00,178.35000610351562,178.47000122070312,178.33999633789062,178.4199981689453,55978,0.0,0.0
2024-04-26 11:19:00-04:00,178.4199981689453,178.6199951171875,178.39999389648438,178.60000610351562,67886,0.0,0.0
2024-04-26 11:20:00-04:00,178.59010314941406,178.64990234375,178.52540588378906,178.52540588378906,96297,0.0,0.0
2024-04-26 11:21:00-04:00,178.53500366210938,178.5500030517578,178.4499969482422,178.52000427246094,94265,0.0,0.0
2024-04-26 11:22:00-04:00,178.52000427246094,178.66000366210938,178.50999450683594,178.6199951171875,72571,0.0,0.0
2024-04-26 11:23:00-04:00,178.625,178.64500427246094,178.52999877929688,178.5800018310547,85673,0.0,0.0
2024-04-26 11:24:00-04:00,178.5800018310547,178.77999877929688,178.5749969482422,178.61000061035156,178994,0.0,0.0
2024-04-26 11:25:00-04:00,178.61500549316406,178.86500549316406,178.61000061035156,178.71499633789062,77345,0.0,0.0
2024-04-26 11:26:00-04:00,178.72999572753906,178.7899932861328,178.69720458984375,178.72999572753906,33222,0.0,0.0
2024-04-26 11:27:00-04:00,178.7050018310547,178.86000061035156,178.6699981689453,178.8300018310547,65888,0.0,0.0
2024-04-26 11:28:00-04:00,178.82000732421875,178.97000122070312,178.72000122070312,178.97000122070312,101731,0.0,0.0
2024-04-26 11:29:00-04:00,178.97999572753906,178.99000549316406,178.85000610351562,178.99000549316406,63298,0.0,0.0
2024-04-26 11:30:00-04:00,178.99000549316406,179.0399932861328,178.88999938964844,179.03990173339844,136627,0.0,0.0
2024-04-26 11:31:00-04:00,179.02999877929688,179.25,179.00999450683594,179.22000122070312,139289,0.0,0.0
2024-04-26 11:32:00-04:00,179.2100067138672,179.22000122070312,179.0399932861328,179.13999938964844,66757,0.0,0.0
2024-04-26 11:33:00-04:00,179.1468963623047,179.1699981689453,178.8699951171875,178.91000366210938,73074,0.0,0.0
2024-04-26 11:34:00-04:00,178.9199981689453,178.9199981689453,178.77000427246094,178.77999877929688,61485,0.0,0.0
2024-04-26 11:35:00-04:00,178.7899932861328,178.7899932861328,178.6699981689453,178.72999572753906,23923,0.0,0.0
2024-04-26 11:37:00-04:00,178.72999572753906,178.75680541992188,178.6999969482422,178.72000122070312,133675,0.0,0.0
2024-04-26 11:38:00-04:00,178.7362060546875,178.91000366210938,178.6968994140625,178.91000366210938,47675,0.0,0.0
2024-04-26 11:39:00-04:00,178.9156951904297,179.02000427246094,178.89010620117188,179.00010681152344,71547,0.0,0.0
2024-04-26 11:40:00-04:00,179.0,179.0,178.9149932861328,178.9600067138672,54387,0.0,0.0
2024-04-26 11:41:00-04:00,178.97000122070312,179.1699981689453,178.97000122070312,179.1501007080078,65969,0.0,0.0
2024-04-26 11:42:00-04:00,179.14999389648438,179.26499938964844,179.13009643554688,179.24000549316406,71107,0.0,0.0
2024-04-26 11:43:00-04:00,179.22999572753906,179.32000732421875,179.20010375976562,179.32000732421875,112182,0.0,0.0
2024-04-26 11:44:00-04:00,179.3300018310547,179.5500030517578,179.3300018310547,179.5399932861328,134168,0.0,0.0
2024-04-26 11:45:00-04:00,179.5399932861328,179.69000244140625,179.52999877929688,179.55999755859375,141086,0.0,0.0
2024-04-26 11:46:00-04:00,179.57000732421875,179.61990356445312,179.4600067138672,179.5,63527,0.0,0.0
2024-04-26 11:47:00-04:00,179.50999450683594,179.6894073486328,179.49000549316406,179.63999938964844,109623,0.0,0.0
2024-04-26 11:48:00-04:00,179.6300048828125,179.84129333496094,179.62359619140625,179.84129333496094,132671,0.0,0.0
2024-04-26 11:49:00-04:00,179.83999633789062,179.83999633789062,179.6699981689453,179.74009704589844,67403,0.0,0.0
2024-04-26 11:50:00-04:00,179.75999450683594,179.77999877929688,179.52999877929688,179.63999938964844,74736,0.0,0.0
2024-04-26 11:51:00-04:00,179.6385955810547,179.64999389648438,179.51499938964844,179.63999938964844,50758,0.0,0.0
2024-04-26 11:52:00-04:00,179.6300048828125,179.63499450683594,179.5399932861328,179.5500030517578,45160,0.0,0.0
2024-04-26 11:53:00-04:00,179.55999755859375,179.55999755859375,179.39999389648438,179.44000244140625,105866,0.0,0.0
2024-04-26 11:54:00-04:00,179.47000122070312,179.47000122070312,179.38499450683594,179.4199981689453,89987,0.0,0.0
2024-04-26 11:55:00-04:00,179.39999389648438,179.4550018310547,179.35000610351562,179.4149932861328,104632,0.0,0.0
2024-04-26 11:56:00-04:00,179.41000366210938,179.4398956298828,179.38999938964844,179.40780639648438,89121,0.0,0.0
2024-04-26 11:57:00-04:00,179.38800048828125,179.38800048828125,179.27999877929688,179.3000030517578,46249,0.0,0.0
2024-04-26 11:58:00-04:00,179.30499267578125,179.30690002441406,179.24000549316406,179.25999450683594,63466,0.0,0.0
2024-04-26 11:59:00-04:00,179.25999450683594,179.27000427246094,179.1699981689453,179.24000549316406,45845,0.0,0.0
2024-04-26 12:00:00-04:00,179.24000549316406,179.25,179.02000427246094,179.0850067138672,76057,0.0,0.0
2024-04-26 12:01:00-04:00,179.0850067138672,179.13999938964844,179.00999450683594,179.1300048828125,71804,0.0,0.0
2024-04-26 12:02:00-04:00,179.14019775390625,179.14019775390625,179.0399932861328,179.0800018310547,73865,0.0,0.0
2024-04-26 12:03:00-04:00,179.05999755859375,179.0800018310547,179.0,179.01499938964844,65142,0.0,0.0
2024-04-26 12:04:00-04:00,179.01190185546875,179.16000366210938,179.0,179.10009765625,51482,0.0,0.0
2024-04-26 12:05:00-04:00,179.10000610351562,179.1300048828125,179.00999450683594,179.0500030517578,49264,0.0,0.0
2024-04-26 12:06:00-04:00,179.0498046875,179.10000610351562,179.0,179.0800018310547,90149,0.0,0.0
2024-04-26 12:07:00-04:00,179.0601043701172,179.10000610351562,179.0,179.0,34843,0.0,0.0
2024-04-26 12:08:00-04:00,179.00909423828125,179.10000610351562,178.9949951171875,179.0500030517578,89483,0.0,0.0
2024-04-26 12:09:00-04:00,179.0399932861328,179.09500122070312,179.0,179.0800018310547,48308,0.0,0.0
2024-04-26 12:10:00-04:00,179.0800018310547,179.12449645996094,179.05999755859375,179.09010314941406,61317,0.0,0.0
2024-04-26 12:11:00-04:00,179.09500122070312,179.14999389648438,179.04110717773438,179.1092987060547,82641,0.0,0.0
2024-04-26 12:12:00-04:00,179.1199951171875,179.16000366210938,179.08999633789062,179.15899658203125,67215,0.0,0.0
2024-04-26 12:13:00-04:00,179.16000366210938,179.21380615234375,179.12399291992188,179.21380615234375,115832,0.0,0.0
2024-04-26 12:14:00-04:00,179.2100067138672,179.25,179.19500732421875,179.2100067138672,49999,0.0,0.0
2024-04-26 12:15:00-04:00,179.22999572753906,179.24000549316406,179.18310546875,179.19000244140625,67852,0.0,0.0
2024-04-26 12:16:00-04:00,179.18499755859375,179.22999572753906,179.13999938964844,179.22000122070312,66648,0.0,0.0
2024-04-26 12:17:00-04:00,179.22999572753906,179.32000732421875,179.091796875,179.11570739746094,85048,0.0,0.0
2024-04-26 12:18:00-04:00,179.11219787597656,179.2100067138672,179.0601043701172,179.1699981689453,78396,0.0,0.0
2024-04-26 12:19:00-04:00,179.1699981689453,179.3094940185547,179.14999389648438,179.19000244140625,223261,0.0,0.0
2024-04-26 12:20:00-04:00,179.17979431152344,179.2100067138672,179.02000427246094,179.15260314941406,100762,0.0,0.0
2024-04-26 12:21:00-04:00,179.1699981689453,179.3800048828125,179.10000610351562,179.36000061035156,131525,0.0,0.0
2024-04-26 12:22:00-04:00,179.3699951171875,179.44000244140625,179.3300018310547,179.42999267578125,139351,0.0,0.0
2024-04-26 12:23:00-04:00,179.42999267578125,179.4499969482422,179.3300018310547,179.38999938964844,96696,0.0,0.0
2024-04-26 12:24:00-04:00,179.38999938964844,179.60000610351562,179.38999938964844,179.5500030517578,101194,0.0,0.0
2024-04-26 12:25:00-04:00,179.52999877929688,179.77000427246094,179.52999877929688,179.72999572753906,100629,0.0,0.0
2024-04-26 12:26:00-04:00,179.73989868164062,179.74000549316406,179.57000732421875,179.64999389648438,85322,0.0,0.0
2024-04-26 12:27:00-04:00,179.64500427246094,179.7852020263672,179.63999938964844,179.76980590820312,102696,0.0,0.0
2024-04-26 12:28:00-04:00,179.76499938964844,179.8571014404297,179.6999969482422,179.77780151367188,109507,0.0,0.0
2024-04-26 12:29:00-04:00,179.75999450683594,179.85000610351562,179.75999450683594,179.81849670410156,64727,0.0,0.0
2024-04-26 12:30:00-04:00,179.80999755859375,179.8350067138672,179.67999267578125,179.7899932861328,135374,0.0,0.0
2024-04-26 12:31:00-04:00,179.77980041503906,179.8000030517578,179.5749969482422,179.5749969482422,57693,0.0,0.0
2024-04-26 12:32:00-04:00,179.5800018310547,179.6300048828125,179.50999450683594,179.5800018310547,56756,0.0,0.0
2024-04-26 12:33:00-04:00,179.5800018310547,179.80999755859375,179.57000732421875,179.77000427246094,62256,0.0,0.0
2024-04-26 12:34:00-04:00,179.77999877929688,179.89500427246094,179.77999877929688,179.8874053955078,68331,0.0,0.0
2024-04-26 12:35:00-04:00,179.8800048828125,179.8800048828125,179.75999450683594,179.75999450683594,55382,0.0,0.0
2024-04-26 12:36:00-04:00,179.77000427246094,179.8800048828125,179.77000427246094,179.8699951171875,42828,0.0,0.0
2024-04-26 12:37:00-04:00,179.85499572753906,179.97000122070312,179.85499572753906,179.88999938964844,66592,0.0,0.0
2024-04-26 12:38:00-04:00,179.8917999267578,179.97999572753906,179.85000610351562,179.97850036621094,59864,0.0,0.0
2024-04-26 12:39:00-04:00,179.97999572753906,180.1199951171875,179.9550018310547,180.0850067138672,223147,0.0,0.0
2024-04-26 12:40:00-04:00,180.08920288085938,180.18499755859375,180.06910705566406,180.16830444335938,99323,0.0,0.0
2024-04-26 12:41:00-04:00,180.16000366210938,180.19000244140625,180.1199951171875,180.14259338378906,102220,0.0,0.0
2024-04-26 12:42:00-04:00,180.13999938964844,180.17990112304688,180.05499267578125,180.07000732421875,79096,0.0,0.0
2024-04-26 12:43:00-04:00,180.05999755859375,180.05999755859375,179.8800048828125,180.0,179819,0.0,0.0
2024-04-26 12:44:00-04:00,180.00999450683594,180.08990478515625,179.9499969482422,180.00999450683594,54008,0.0,0.0
2024-04-26 12:45:00-04:00,180.00900268554688,180.10000610351562,179.98350524902344,180.07000732421875,53137,0.0,0.0
2024-04-26 12:46:00-04:00,180.0850067138672,180.27000427246094,180.02999877929688,180.24000549316406,84481,0.0,0.0
2024-04-26 12:47:00-04:00,180.24000549316406,180.24000549316406,180.11000061035156,180.13999938964844,58174,0.0,0.0
2024-04-26 12:48:00-04:00,180.16000366210938,180.24000549316406,180.1199951171875,180.16439819335938,53828,0.0,0.0
2024-04-26 12:49:00-04:00,180.17649841308594,180.1999969482422,180.11000061035156,180.19000244140625,56448,0.0,0.0
2024-04-26 12:50:00-04:00,180.19000244140625,180.31500244140625,180.1699981689453,180.31500244140625,84722,0.0,0.0
2024-04-26 12:51:00-04:00,180.30999755859375,180.3800048828125,180.2100067138672,180.27999877929688,64410,0.0,0.0
2024-04-26 12:52:00-04:00,180.24000549316406,180.3699951171875,180.2100067138672,180.35499572753906,48081,0.0,0.0
2024-04-26 12:53:00-04:00,180.34410095214844,180.3509979248047,180.2899932861328,180.3509979248047,52867,0.0,0.0
2024-04-26 12:54:00-04:00,180.35009765625,180.44000244140625,180.35009765625,180.38999938964844,84387,0.0,0.0
2024-04-26 12:55:00-04:00,180.38999938964844,180.6199951171875,180.38999938964844,180.57000732421875,183603,0.0,0.0
2024-04-26 12:56:00-04:00,180.5800018310547,180.58999633789062,180.44000244140625,180.52999877929688,79052,0.0,0.0
2024-04-26 12:57:00-04:00,180.5200958251953,180.66000366210938,180.5,180.6300048828125,73566,0.0,0.0
2024-04-26 12:58:00-04:00,180.639892578125,180.6898956298828,180.5800018310547,180.61000061035156,70671,0.0,0.0
2024-04-26 12:59:00-04:00,180.61000061035156,180.66000366210938,180.50999450683594,180.6199951171875,92109,0.0,0.0
2024-04-26 13:00:00-04:00,180.6199951171875,180.82000732421875,180.57000732421875,180.72999572753906,112970,0.0,0.0
2024-04-26 13:01:00-04:00,180.72000122070312,180.7292022705078,180.5800018310547,180.6475067138672,82701,0.0,0.0
2024-04-26 13:02:00-04:00,180.63999938964844,180.75999450683594,180.6300048828125,180.67999267578125,51621,0.0,0.0
2024-04-26 13:03:00-04:00,180.67579650878906,180.6999969482422,180.58999633789062,180.6300048828125,58994,0.0,0.0
2024-04-26 13:04:00-04:00,180.6699981689453,180.67999267578125,180.53909301757812,180.5500030517578,84767,0.0,0.0
2024-04-26 13:05:00-04:00,180.5500030517578,180.6302032470703,180.52999877929688,180.55999755859375,58896,0.0,0.0
2024-04-26 13:06:00-04:00,180.5800018310547,180.75,180.5749969482422,180.7050018310547,62395,0.0,0.0
2024-04-26 13:07:00-04:00,180.70970153808594,180.70970153808594,180.5500030517578,180.55990600585938,39788,0.0,0.0
2024-04-26 13:08:00-04:00,180.5399932861328,180.57000732421875,180.39999389648438,180.4250030517578,65253,0.0,0.0
2024-04-26 13:09:00-04:00,180.4199981689453,180.46449279785156,180.39100646972656,180.44000244140625,46824,0.0,0.0
2024-04-26 13:10:00-04:00,180.42999267578125,180.6699981689453,180.42999267578125,180.6501007080078,70607,0.0,0.0
2024-04-26 13:11:00-04:00,180.66000366210938,180.6699981689453,180.52000427246094,180.5800018310547,92921,0.0,0.0
2024-04-26 13:12:00-04:00,180.60000610351562,180.6199951171875,180.50999450683594,180.5507049560547,67132,0.0,0.0
2024-04-26 13:13:00-04:00,180.5500030517578,180.57000732421875,180.4499969482422,180.51499938964844,46659,0.0,0.0
2024-04-26 13:14:00-04:00,180.50999450683594,180.58999633789062,180.50010681152344,180.50999450683594,43221,0.0,0.0
2024-04-26 13:15:00-04:00,180.50999450683594,180.58999633789062,180.50999450683594,180.5399932861328,58370,0.0,0.0
2024-04-26 13:16:00-04:00,180.55999755859375,180.58999633789062,180.3571014404297,180.37269592285156,76926,0.0,0.0
2024-04-26 13:17:00-04:00,180.3699951171875,180.42999267578125,180.32479858398438,180.34829711914062,70262,0.0,0.0
2024-04-26 13:18:00-04:00,180.35000610351562,180.3903045654297,180.32000732421875,180.3699951171875,68451,0.0,0.0
2024-04-26 13:19:00-04:00,180.3800048828125,180.38999938964844,180.30999755859375,180.31739807128906,58645,0.0,0.0
2024-04-26 13:20:00-04:00,180.3300018310547,180.4499053955078,180.31500244140625,180.38999938964844,49805,0.0,0.0
2024-04-26 13:21:00-04:00,180.38009643554688,180.38009643554688,180.1999969482422,180.2238006591797,101241,0.0,0.0
2024-04-26 13:22:00-04:00,180.1999969482422,180.1999969482422,180.0500030517578,180.1177978515625,84839,0.0,0.0
2024-04-26 13:23:00-04:00,180.11500549316406,180.1199951171875,179.97999572753906,180.02000427246094,71443,0.0,0.0
2024-04-26 13:24:00-04:00,180.02000427246094,180.05999755859375,180.00999450683594,180.0399932861328,44231,0.0,0.0
